original_id	templeate_id	caption_0	caption_1	class	template	modification_rule	template_details	modification_examples
168	168	the person is looking at the dog	the dog is looking at the person	no-tag	Subject-Verb-Preposition-Object	Subject-Object	{"structure": "Subject-Verb-Preposition-Object", "structure_reason": "Both sentences follow the same basic structure of Subject-Verb-Preposition-Object.", "swapped_elements": "Subject-Object", "swapped_elements_reason": "The subject and object are swapped between the two sentences."}	For example, new_text_1 = \the person is looking at the dog\". Only Swap the \"person\" and \"dog\" and keep the other words unchanged to generate \"new_text_2\"=\"the dog is looking at the person\" "
169	169	a cat is underneath a red blanket	a red blanket is underneath a cat	no-tag	[Adjective(color)1][Subject] be [Location] [Adjective(color)2] [Object]	[Subject] and [Object]	{"structure": "[Adjective(color)1][Subject] be [Location] [Adjective(color)2] [Object]","structure_reason": "The common syntax structure of the two sentences is that they both use a sentence pattern with an indefinite article, a subject, a verb of being (is/are), a preposition indicating location (underneath), and an object and an adjective describing the object. Both sentences describe the object and its location in terms of a red blanket and a cat. The only difference between the two sentences is the order of the subject and the object.","swapped_elements": "[Subject] and [Object]","swapped_elements_reason": "The two sentences have swapped the order of the subject and the object. In the first sentence, the subject is a cat and the object is a red blanket, while in the second sentence, the subject is a red blanket and the object is a cat. The order of the subject and the object is swapped to create a contrast between the two situations described in the two sentences, emphasizing the different positions of the cat and the red blanket."}	For example, new_text_1 = \a cat is underneath a red blanket\". Only Swap the \"a cat\" and \"a red blanket\" and keep the other words unchanged to generate \"new_text_2\"=\"a red blanket is underneath a cat\" "
170	170_v1	the person is bigger than the house	the house is bigger than the person	no-tag	[object1] and [object2]; [object1] is bigger than [object2]	object1 and object2	{"structure": "[object1] and [object2]; [object1] is bigger than [object2]","structure_reason": "The common syntax structure of the two sentences is that they both use a simple sentence pattern where two objects are compared in size, with one object being described as bigger than the other. The sentences describe a scene where a person and a house are being compared in size. The only difference between the two sentences is the identity of the subject and the object.","swapped_elements": "object1 and object2","swapped_elements_reason": "The two sentences have swapped the positions of the subject and the object. In the first sentence, the subject is \"the person\" and the object is \"the house\", while in the second sentence, the subject is \"the house\" and the object is \"the person\". This swap highlights the different objects being compared in size. The swap also serves to illustrate a difference in focus between the two sentences, with the first sentence emphasizing the person being bigger than the house, while the second sentence emphasizes the house being bigger than the person. However, the sentence structure remains the same."}	For example, new_text_1 = \the person is bigger than the house\". Only Swap the \"the person\" and \"the house\" and keep the other words unchanged to generate \"new_text_2\"=\"the house is bigger than the person\" "
170	170_v2	a person looking at a house, and the person is bigger than the house	a person looking at a house, and the house is bigger than the person	no-tag	freeze([object1] [action] [object2]) and [object1/object2] is bigger than [object2/object1]	[object1] and [object2]	{"structure": "freeze([object1] [action] [object2]) and [object1/object2] is bigger than [object2/object1]","structure_reason": "The common syntax structure of the two sentences is that they both use a simple sentence pattern to describe a person looking at a house, and then compare the size of the person and the house. The sentences describe a scene where a person and a house are being compared in size while the person is looking at the house.","swapped_elements": "[object1] and [object2]","swapped_elements_reason": "The two sentences have swapped the positions of the subject and the object. In the first sentence, the subject is 'a person' and the object is 'a house', while in the second sentence, the subject is 'a house' and the object is 'a person'. This swap highlights the different objects being compared in size. The use of 'bigger' or 'smaller' also serves to illustrate a difference in focus between the two sentences, with the first sentence emphasizing the person being bigger than the house, while the second sentence emphasizes the house being bigger than the person. However, to make the output JSON object more informative, I have added the 'freeze' function to indicate that the sentence structure is identical, but with swapped elements. 'Freeze' represents the common syntax structure, while [object1], [object2], and their positions are the variables that change between the two sentences."}	For example, new_text_1 = \a person looking at a house, and the person is bigger than the house\". Only Swap the \"the person\" and \"the house\" in the second clause and keep the other words unchanged to generate \"new_text_2\"=\"a person looking at a house, and the house is bigger than the person\" "
171	171	the person is underneath the car	the car is underneath the person	no-tag	Subject + Verb + Preposition + Object	Subject and Object	{"structure": "Subject + Verb + Preposition + Object", "structure_reason": "Both sentences follow the same structure of subject-verb-preposition-object.", "swapped_elements": "Subject and Object", "swapped_elements_reason": "In the first sentence, the subject is 'the person' and the object is 'the car'. In the second sentence, the subject is 'the car' and the object is 'the person', thus the subject and object are swapped."}	For example, new_text_1 = \the person is underneath the car\". Only Swap the \"the person\" and \"the car\" and keep the other words unchanged to generate \"new_text_2\"=\"the car is underneath the person\" "
173	173	an apple is on a target	a target is on an apple	no-tag	Subject-Verb-Preposition-Object	[Subject] and [Object]	{"structure": "Subject-Verb-Preposition-Object", "structure_reason": "Both sentences follow the same basic syntax structure of subject-verb-preposition-object.", "swapped_elements": ["subject", "object"], "swapped_elements_reason": "The subject and object are swapped between the two sentences, resulting in a reversal of the relationship between the apple and the target. This is evident by the change in the definite article used for each noun."}	For example, new_text_1 = \an apple is on a target\". Only Swap the \"an apple\" and \"a target\" and keep the other words unchanged to generate \"new_text_2\"=\"a target is on an apple\" "
175	175	parent pointing at child	child pointing at parent	no-tag	Subject + Verb + Preposition + Object	Subject and Object	{"structure": "Subject + Verb + Preposition + Object", "structure_reason": "Both sentences follow the structure of subject + verb + preposition + object, where the subject is 'parent/child', the verb is 'pointing', the preposition is 'at', and the object is 'child/parent'.", "swapped_elements": "Subject and Object", "swapped_elements_reason": "In the first sentence, 'parent' is the subject and 'child' is the object, while in the second sentence, 'child' is the subject and 'parent' is the object. The subject and object are swapped between the two sentences."}	For example, new_text_1 = \parent pointing at child\". Only Swap the \"parent\" and \"child\" and keep the other words unchanged to generate \"new_text_2\"=\"child pointing at parent\" "
177	177	ice being dumped on top of fish	fish being dumped on top of ice	no-tag	[object1] be [done] on top of [object2]	object1 and object2	{"structure": "[object1] be [done] on top of [object2]","structure_reason": "The common syntax structure of the two sentences is that they both use a simple sentence pattern where one object is being dumped on top of another object. The sentences describe a scene where ice and fish are positioned relative to each other, and one is being dumped on top of the other. The only difference between the two sentences is the identity of the subject and the object.","swapped_elements": "object1 and object2","swapped_elements_reason": "The two sentences have swapped the positions of the objects 1 and 2. In the first sentence, the object1 is 'ice' and the object2 is 'fish', while in the second sentence, the object1 is 'fish' and the object2 is 'ice'. The swap is used to create a contrast between the two scenarios described in the two sentences, emphasizing the different objects and their relative positions. The swap also serves to illustrate a difference in focus between the two sentences, with the first sentence highlighting the ice being dumped on top of the fish, while the second sentence highlighting the fish being dumped on top of the ice. However, the sentence structure remains the same."}	For example, new_text_1 = \ice being dumped on top of fish\". Only Swap the \"ice\" and \"fish\" and keep the other words unchanged to generate \"new_text_2\"=\"fish being dumped on top of ice\" "
178	178	an adult kisses a child	a child kisses an adult	no-tag	Subject Verb Object	Subject and Object	{"structure": "Subject Verb Object", "structure_reason": "Both sentences follow the simple subject-verb-object structure commonly used in English sentences.", "swapped_elements": "Subject and Object", "swapped_elements_reason": "The only difference between the two sentences is the reversal of the subject and object. In the first sentence, 'an adult' is the subject and 'a child' is the object, while in the second sentence, 'a child' is the subject and 'an adult' is the object. This swap creates a completely different meaning for the sentence, but the syntax structure remains the same."}	For example, new_text_1 = \an adult kisses a child\". Only Swap the \"adult\" and \"child\" and keep the other words unchanged to generate \"new_text_2\"=\"a child kisses an adult\" "
179	179_v2	there's a dog in a mask and a person beside it	there's a person in a mask and a dog beside it	no-tag	(there is) [object1] [appearance1] and [object2] beside it	The elements [object1] and [object2] are swapped between the two sentences.	{"structure": "(there is) [object1] [appearance1] and [object2] beside it","structure_reason": "The common syntax structure of the two sentences is a basic sentence pattern that describes the presence of a dog and a person beside something, with a description of their appearance. The sentences describe a scene that involves a dog, a person, and their location. ","swapped_elements": "The elements [object1] and [object2] are swapped between the two sentences.","swapped_elements_reason": "The two sentences have the same structure, but with the positions of the dog and person swapped. In the first sentence, the dog is mentioned first, and the person is mentioned second. In the second sentence, the person is mentioned first, and the dog is mentioned second. Thus, the only elements that are swapped between the two sentences are [object1] and [object2]. The structure and other elements remain the same."}	For example, new_text_1 = \there's a dog in a mask and a person beside it\". Only Swap the \"a dog\" and \"a person\" and keep the other words unchanged to generate \"new_text_2\"=\"there's a person in a mask and a dog beside it\" "
180	180	the baby on the phone is next to an adult	the baby is next to an adult on the phone	no-tag	[object1] [action1] be [location] [object2] [action2=None]	[action1] and [action2]	{"structure": "[object1] [action1] be [location] [object2] [action2=None]","structure_reason": "The common syntax structure of the two sentences is a basic sentence pattern that involves a description of the location of an object relative to another object. The sentences describe a scene that involves a baby and an adult on the phone.","swapped_elements": "[action1] and [action2]","swapped_elements_reason": "The two sentences have the same structure, but with the descriptions of the verb phrases swapped. In the first sentence, the baby is on the phone and next to an adult, while in the second sentence, the baby is next to an adult who is on the phone. Thus, the elements that are swapped between the two sentences are the verb phrases [action1] and [action2], which both describe being on the phone."}	For example, new_text_1 = \the baby on the phone is next to an adult\". Only move the \"on the phone\" after \"the baby\" to \"an adult\" and keep the other words unchanged to generate \"new_text_2\"=\"the baby is next to an adult on the phone\" "
181	181	the person on the left has their arms up and the person on the right has their arms down	the person on the right has their arms up and the person on the left has their arms down	no-tag	[object1] [location1] [action1] and [object2] [location2] [action2]	[location1] and [location2]	{"structure": "[object1] [location1] [action1] and [object2] [location2] [action2]","structure_reason": "The common syntax structure of the two sentences is a basic sentence pattern that involves a description of the location and action of two people. The sentences describe a scene that involves two people, one on the left and one on the right.","swapped_elements": "[location1] and [location2]","swapped_elements_reason": "The two sentences have the same structure, but with the descriptions of the location swapped. In the first sentence, the person on the left has their arms up and the person on the right has their arms down, while in the second sentence, the person on the right has their arms up and the person on the left has their arms down. Thus, the elements that are swapped between the two sentences are the descriptions of the location, which are [location1] and [location2]."}	For example, new_text_1 = \the person on the left has their arms up and the person on the right has their arms down\". Only Swap the \"on the left\" and \"on the right\" and keep the other words unchanged to generate \"new_text_2\"=\"the person on the right has their arms up and the person on the left has their arms down\" "
183	183	the orange on the left is moldy while the orange on the right is fresh	the orange on the right is moldy while the orange on the left is fresh	no-tag	[object] [location1] be [state1] while the one/ones [location2] be [state2]	[location1] and [location2]	{"structure": "[object] [location1] be [state1] while the one/ones [location2] be [state2]","structure_reason": "The common syntax structure of the two sentences is a basic sentence pattern that involves a comparison of the condition of two objects. The sentences describe two oranges, one on the left and one on the right.","swapped_elements": "[location1] and [location2]","swapped_elements_reason": "The two sentences have the same structure, but with the descriptions of the location swapped. In the first sentence, the orange on the left is moldy while the orange on the right is fresh, while in the second sentence, the orange on the right is moldy while the orange on the left is fresh. Thus, the elements that are swapped between the two sentences are the descriptions of the location, which are [location1] and [location2]."}	For example, new_text_1 = \the orange on the left is moldy while the orange on the right is fresh\". Only Swap the \"on the left\" and \"on the right\" and keep the other words unchanged to generate \"new_text_2\"=\"the orange on the right is moldy while the orange on the left is fresh\" "
184	184	a pink scoop of ice cream on top and a blue scoop on bottom	a pink scoop of ice cream on bottom and a blue scoop on top	no-tag	[Adjective(color)1] [Object1] [Location1] and [Adjective(color)2] [Object2] [Location2]	[Location1] and [Location2]	{"structure": "[Adjective(color)1] [Object1] [Location1] and [Adjective(color)2] [Object2] [Location2]","structure_reason": "The common syntax structure of the two sentences is that they both use a sentence pattern with an indefinite article, a description of the color of the scoops of ice cream, a noun (scoop of ice cream), a prepositional phrase indicating location (on top or on bottom), and a conjunction (and) to link the two scoops. Both sentences describe two scoops of ice cream in terms of their color and their location, either on top or on bottom. The only difference between the two sentences is the order of the location phrases.","swapped_elements": "[Location1] and [Location2]","swapped_elements_reason": "The two sentences have swapped the order of the location phrases. In the first sentence, the pink scoop of ice cream is on top and the blue scoop is on bottom, while in the second sentence, the pink scoop of ice cream is on bottom and the blue scoop is on top. The order of the location phrases is swapped to create a contrast between the two situations described in the two sentences, emphasizing the different positions of the two scoops of ice cream."}	For example, new_text_1 = \a pink scoop of ice cream on top and a blue scoop on bottom\". Only Swap the \"on the top\" and \"on the bottom\" and keep the other words unchanged to generate \"new_text_2\"=\"a pink scoop of ice cream on bottom and a blue scoop on top\" "
185	185	the glasses on the right are fuller than the glasses on the left	the glasses on the left are fuller than the glasses on the right	no-tag	There are two [object], and the [object] [location1] are fuller than the [object] [location2]	[location1] and [location2]	{"structure": "There are two [object], and the [object] [location1] are fuller than the [object] [location2]","structure_reason": "The common syntax structure of the two sentences is that they both use a sentence pattern with the phrase 'There are two [object], and the [object] [location1] are fuller than the [object] [location2]'. The sentences describe a comparison between two sets of identical objects, one on the right and one on the left, and how their fullness differs.","swapped_elements": "[location1] and [location2]","swapped_elements_reason": "The two sentences have swapped the order of [location1] and [location2]. In the first sentence, 'the glasses on the right' are fuller than 'the glasses on the left', while in the second sentence, 'the glasses on the left' are fuller than 'the glasses on the right'. The swap is used to create a contrast between the two situations described in the two sentences, emphasizing the different objects and their relationship to each other. The swap also serves to illustrate a difference in focus between the two sentences, with the first sentence highlighting the fullness of the glasses on the right and the emptiness of the glasses on the left, while the second sentence highlighting the fullness of the glasses on the left and the emptiness of the glasses on the right. The sentence structure remains the same."}	For example, new_text_1 = \the glasses on the right are fuller than the glasses on the left\". Only Swap the \"on the right\" and \"on the left\" and keep the other words unchanged to generate \"new_text_2\"=\"the glasses on the left are fuller than the glasses on the right\" "
186	186	the person on the left is blowing bubbles and the person on the right is watching	the person on the right is blowing bubbles and the person on the left is watching	no-tag	[subject1] [location1] [verb1] and [subject1] [location2] [verb2]	[location1] and [location2]	{"structure": "[subject1] [location1] [verb1] and [subject1] [location2] [verb2]","structure_reason": "The common syntax structure of the two sentences is a subject followed by a location, a verb, and another subject followed by a different location and verb.","swapped_elements": "[location1] and [location2]","swapped_elements_reason": "The locations have been swapped between the two sentences."}	For example, new_text_1 = \the person on the left is blowing bubbles and the person on the right is watching\". Only Swap the \"on the left\" and \"on the right\" and keep the other words unchanged to generate \"new_text_2\"=\"the person on the right is blowing bubbles and the person on the left is watching\" "
194	194	the dog is swimming and the person is standing	the dog is standing and the person is swimming	no-tag	[Subject1] [verb1] [Conjunction] [Subject2] [verb2]	[verb1] and [verb2]	{"structure": "[Subject1] [verb1] [Conjunction] [Subject2] [verb2]", "structure_reason": "The sentence structure consists of a subject followed by a verb, connected by the conjunction 'and'. This pattern is repeated for both sentences.", "swapped_elements": "[verb1] and [verb2]", "swapped_elements_reason": "The verbs have been swapped between the two sentences."}	For example, new_text_1 = \the dog is swimming and the person is standing\". Only Swap the \"swimming \" and \"standing\" and keep the other words unchanged to generate \"new_text_2\"=\"the dog is standing and the person is swimming\" "
195	195	the person is jumping while the cat is sitting	the person is sitting while the cat is jumping	no-tag	[Subject1] [verb1] [Conjunction] [Subject2] [verb2]	[verb1] and [verb2]	{"structure": "[Subject1] [verb1] [Conjunction] [Subject2] [verb2]", "structure_reason": "The sentence structure consists of a subject followed by a verb, a conjunction, and another subject followed by a verb. This pattern is repeated for both sentences.", "swapped_elements": "[verb1] and [verb2]", "swapped_elements_reason": "The verbs have been swapped between the two sentences."}	For example, new_text_1 = \the person is jumping while the cat is sitting\". Only Swap the \"jumping \" and \"sitting\" and keep the other words unchanged to generate \"new_text_2\"=\"the person is sitting while the cat is jumping\" "
196	196	a cat is lying down and a person is stretching	a cat is stretching and a person is lying down	no-tag	[Subject1] [verb1] [Conjunction] [Subject2] [verb2]	[verb1] and [verb2]	{"structure": "[Subject1] [verb1] [Conjunction] [Subject2] [verb2]", "structure_reason": "The sentence structure consists of a subject followed by a verb, a conjunction, and another subject followed by a verb. This pattern is repeated for both sentences.", "swapped_elements": "[verb1] and [verb2]", "swapped_elements_reason": "The verbs have been swapped between the two sentences."}	For example, new_text_1 = \a cat is lying down and a person is stretching\". Only Swap the \"lying down \" and \"stretching\" and keep the other words unchanged to generate \"new_text_2\"=\"a cat is stretching and a person is lying down\" "
197	197	some people are standing but more are sitting	some people are sitting but more are standing	no-tag	[Subject1] [verb1] [Conjunction] more [Subject1] [verb2]	[verb1] and [verb2]	{"structure": "[Subject1] [verb1] [Conjunction] more [Subject1] [verb2]", "structure_reason": "The sentence structure consists of a subject followed by a verb, a conjunction, the word 'more', another instance of the subject, and another verb. This pattern is repeated for both sentences.", "swapped_elements": "[verb1] and [verb2]", "swapped_elements_reason": "The verbs have been swapped between the two sentences."}	For example, new_text_1 = \some people are standing but more are sitting\". Only Swap the \"standing \" and \"sitting\" and keep the other words unchanged to generate \"new_text_2\"=\"some people are sitting but more are standing\" "
202	202	a car containing many a box	a box containing many a car	no-tag	a [object1] containing two/three/four/multiple [object2]	the order of [object1] and [object2]	{"structure": "a [object1] containing two/three/four/multiple [object2]","structure_reason": "The common syntax structure of the two sentences is that they both use a sentence pattern with the phrase 'a [object1] containing two/three/four/multiple [object2]'. In the first sentence, 'a car' contains 'many a box', while in the second sentence, 'a box' contains 'many a car'. Both sentences express a relationship between two objects using the verb 'containing'. The structure is used to express a containment or enclosure relationship, in which one object is enclosed or contained within another object.","swapped_elements": "the order of [object1] and [object2]","swapped_elements_reason": "The two sentences have swapped the order of the nouns being contained and containing. In the first sentence, 'many a box' is contained within 'a car', while in the second sentence, 'many a car' is contained within 'a box'. The swap is used to create a contrast between the two situations described in the two sentences, emphasizing the different objects and their relationship to each other. The swap also serves to illustrate a difference in focus between the two sentences, with the first sentence highlighting the car and the boxes it contains, while the second sentence highlights the box and the cars it contains. The sentence structure remains the same."}	For example, new_text_1 = \a car containing many a box\". Only Swap the \"car \" and \"box\" and keep the other words unchanged to generate \"new_text_2\"=\"a box containing many a car\" "
207	207	an older person blocking a younger person	a younger person blocking an older person	no-tag	Adjective(Age)1-Subject-Verb-Adjective(Age)2-Object	[Adjective(Age)1] and [Adjective(Age)2]	{"structure": "Adjective(Age)1-Subject-Verb-Adjective(Age)2-Object", "structure_reason": "The common syntax structure of the two sentences is an adjective (indicating age) followed by a subject, a verb, another adjective (indicating age), and an object.", "swapped_elements": "[Adjective(Age)1] and [Adjective(Age)2]", "swapped_elements_reason": "The adjectives indicating age have been swapped between the two sentences."}	For example, new_text_1 = \an older person blocking a younger person\". Only Swap the \"older \" and \"younger\" and keep the other words unchanged to generate \"new_text_2\"=\"a younger person blocking an older person\" "
212	212_v2	a family with more love than hate	a family with more hate than love	no-tag	([location], ) [object] with more [None (emotion)1] than [None (emotion)2]	the order of the emotions	{"structure": "([location], ) [object] with more [None (emotion)1] than [None (emotion)2]","structure_reason": "The common syntax structure of the two sentences is that they both use a sentence pattern with the phrase '([location], ) [object] with more [None (emotion)1] than [None (emotion)2]'. In the first sentence, 'a family' has 'more love than hate', while in the second sentence, 'a family' has 'more hate than love'. Both sentences use the same adjective and noun combination to describe the relative presence of two different emotions. The structure is used to compare and contrast the presence of these emotions in a particular object or group.","swapped_elements": "the order of the emotions","swapped_elements_reason": "The two sentences have swapped the order of the emotions being compared. In the first sentence, 'more love than hate' is used to describe the family, while in the second sentence, 'more hate than love' is used. The swap is used to create a contrast between the two situations described in the two sentences, emphasizing the different emotions and their relationship to each other. The swap also serves to illustrate a difference in focus between the two sentences, with the first sentence highlighting the positive emotions and their predominance in the family, while the second sentence highlighting the negative emotions and their predominance in the family. The sentence structure remains the same."}	For example, new_text_1 = \a family with more love than hate\". Only Swap the \"love \" and \"hate\" and keep the other words unchanged to generate \"new_text_2\"=\"a family with more hate than love\" "
213	213_v2	A bucket for water and a bucket for oil, more water than oil	A bucket for water and a bucket for oil, more oil than water	no-tag	([Location], )[container] for [object1] and [container] for [object2], more [object1] than [object2]	the two objects	{"structure": "([Location], )[container] for [object1] and [container] for [object2], more [object1] than [object2]","structure_reason": "The common syntax structure of the two sentences is that they both use a sentence pattern with a noun phrase consisting of a noun modified by a prepositional phrase, where the preposition 'for' indicates the purpose or use of the noun. The two noun phrases are separated by the conjunction 'and' and describe two different buckets, one for water and the other for oil. The phrase 'more [object1] than [object2]' is used to indicate that there is more water than oil in the first sentence and more oil than water in the second sentence. Both sentences describe a situation where there are two buckets for different substances, emphasizing the difference in quantity between the two substances.","swapped_elements": "the two objects","swapped_elements_reason": "The two sentences have swapped the two objects. In the first sentence, there is a bucket for 'water' and a bucket for 'oil', while in the second sentence, there is a bucket for 'oil' and a bucket for 'water'. The two objects are swapped to create a contrast between the two situations described in the two sentences, emphasizing the different objects and their relationship to each other. The swap also serves to illustrate a difference in focus between the two sentences, with the first sentence highlighting the water and the oil, while the second sentence highlights the oil and the water. The location phrase is the same in both sentences and is not swapped."}	For example, new_text_1 = \A bucket for water and a bucket for oil, more water than oil\". Only Swap the \"water \" and \"oil\" and keep the other words unchanged to generate \"new_text_2\"=\"A bucket for water and a bucket for oil, more oil than water\" "
216	216	water below the boat	boat below the water	no-tag	[object1] below [object2]	object1 and object2	{"structure": "[object1] below [object2]","structure_reason": "The common syntax structure of the two sentences is that they both use a simple sentence pattern where the object1 is below the object2. The sentences describe a scene where the water and the boat are positioned relative to each other. The only difference between the two sentences is the position of the objects.","swapped_elements": "object1 and object2","swapped_elements_reason": "The two sentences have swapped the objects 1 and 2. In the first sentence, the object1 is 'water' and the object2 is 'the boat', while in the second sentence, the object1 is 'the boat' and the object2 is 'water'. The swap is used to create a contrast between the two scenarios described in the two sentences, emphasizing the different objects and their relative positions. The swap also serves to illustrate a difference in focus between the two sentences, with the first sentence highlighting the water's position relative to the boat, while the second sentence highlighting the boat's position relative to the water. However, the sentence structure remains the same."}	For example, new_text_1 = \water below the boat\". Only Swap the \"water \" and \"boat\" and keep the other words unchanged to generate \"new_text_2\"=\"boat below the water\" "
225	225	the red car is behind the blue car	the blue car is behind the red car	no-tag	[Adjective(color)1][subject] be [location] [Adjective(color)2] [object]	[Adjective(color)1] and [Adjective(color)2]	{"structure": "[Adjective(color)1][subject] be [location] [Adjective(color)2] [object]", "structure_reason": "The common syntax structure of the two sentences is that they both use the same subject-predicate-complement pattern with an adjective describing the color of the object being painted, and a prepositional phrase describing the location of the object. The subject is 'a painter', the predicate is 'is painting', and the object is 'the wall'. The first sentence describes the painter painting a white wall red, while the second sentence describes the same painter painting a red wall white.","swapped_elements": "[Adjective(color)1] and [Adjective(color)2]","swapped_elements_reason": "The two sentences have swapped the colors described in the adjectives used to describe the wall being painted. In the first sentence, the wall being painted is described as 'white' and being painted 'red', while in the second sentence, the wall being painted is described as 'red' and being painted 'white'. The two elements are swapped to create a contrast between the situations described in the two sentences, emphasizing the different colors of the walls being painted."}	For example, new_text_1 = \the red car is behind the blue car\". Only Swap the \"red \" and \"blue\" and keep the other words unchanged to generate \"new_text_2\"=\"the blue car is behind the red car\" "
231	231	a person with long hair behind a person with a beard	a person with a beard behind a person with long hair	no-tag	[object1] [appearance1] be [location] [object2] [appearance2]	[appearance1] and [appearance2]	{"structure": "[object1] [appearance1] be [location] [object2] [appearance2]","structure_reason": "The common syntax structure of the two sentences is a basic sentence pattern that involves a description of the appearance and location of two people. The sentences describe two people, one with long hair and one with a beard.","swapped_elements": "[appearance1] and [appearance2]","swapped_elements_reason": "The two sentences have the same structure, but with the descriptions of the appearance swapped. In the first sentence, a person with long hair is behind a person with a beard, while in the second sentence, a person with a beard is behind a person with long hair. Thus, the elements that are swapped between the two sentences are the descriptions of the appearance, which are [appearance1] and [appearance2]."}	For example, new_text_1 = \a person with long hair behind a person with a beard\". Only Swap the \"with long hair \" and \"with a beard\" and keep the other words unchanged to generate \"new_text_2\"=\"a person with a beard behind a person with long hair\" "
236	236	the person's head is above the rest of their body	the rest of their body is above the person's head	no-tag	[object]; its [part1] be [location] its [part2]	[part1] and [part2]	{"structure": "[object]; its [part1] be [location] its [part2]","structure_reason": "The common syntax structure of the two sentences is a basic sentence pattern that involves a description of the location of two parts of a person's body relative to each other. The sentences describe the person's head and the rest of their body.","swapped_elements": "[part1] and [part2]","swapped_elements_reason": "The two sentences have the same structure, but with the descriptions of the body parts swapped. In the first sentence, the person's head is above the rest of their body, while in the second sentence, the rest of their body is above the person's head. Thus, the elements that are swapped between the two sentences are the descriptions of the body parts, which are [part1] and [part2]."}	For example, new_text_1 = \the person's head is above the rest of their body\". Only Swap the \"the person's head \" and \"the rest of their body\" and keep the other words unchanged to generate \"new_text_2\"=\"the rest of their body is above the person's head\" "
240	240_v2	the mountain peak is flat at the bottom and pointy on top	the mountain peak is flat on top and pointy at the bottom	no-tag	[Subject] be [Adjective (texture)1] [location1] and [Adjective (texture)2] [location2]	the order of the [Adjective (texture)1] and [Adjective (texture)2] 	{"structure": "[Subject] be [Adjective (texture)1] [location1] and [Adjective (texture)2] [location2]","structure_reason": "The common syntax structure of the two sentences is a simple sentence that involves a subject, a copular verb ('be'), and two adjectives that describe the texture and location of the mountain peak ([Adjective (texture)1] [location1] and [Adjective (texture)2] [location2]). The sentences describe the physical characteristics of the mountain peak.","swapped_elements": "the order of the [Adjective (texture)1] and [Adjective (texture)2] ","swapped_elements_reason": "The two sentences have the same structure, but the order of the adjectives is swapped. In the first sentence, the mountain peak is flat at the bottom and pointy on top. In the second sentence, the mountain peak is flat on top and pointy at the bottom. Thus, the elements that are swapped between the two sentences are the order of the adjectives that describe the texture and location of the mountain peak."}	For example, new_text_1 = \the mountain peak is flat at the bottom and pointy on top\". Only Swap the \" at the bottom \" and \" on top \" and keep the other words unchanged to generate \"new_text_2\"=\"the mountain peak is flat on top and pointy at the bottom\" "
243	243_v2	a monkey with more hair on the face than on the head	a monkey with more hair on the head than on the face	no-tag	[subject] with more [object] [location1] than [location2]	[location1] and [location2]	{"structure": "[subject] with more [object] [location1] than [location2]","structure_reason": "The common syntax structure of the two sentences is that they both use a sentence pattern with the phrase '[subject] with more [object] [location1] than [location2]'. The sentences describe a comparison between two parts of a monkey's body, the head and the face, and how their hair differs.","swapped_elements": "[location1] and [location2]","swapped_elements_reason": "The two sentences have swapped the order of [location1] and [location2]. In the first sentence, the monkey has more hair on the face than on the head, while in the second sentence, the monkey has more hair on the head than on the face. The swap is used to create a contrast between the two situations described in the two sentences, emphasizing the different parts of the monkey's body and their relationship to each other. The swap also serves to illustrate a difference in focus between the two sentences, with the first sentence highlighting the monkey's facial hair and the lack of hair on the head, while the second sentence highlighting the monkey's hair on the head and the lack of hair on the face. The sentence structure remains the same."}	For example, new_text_1 = \a monkey with more hair on the face than on the head\". Only Swap the \" on the face \" and \"on the head \" and keep the other words unchanged to generate \"new_text_2\"=\"a monkey with more hair on the head than on the face\" "
244	244	the knife on the left and the fork on the right	the knife on the right and the fork on the left	no-tag	([location], there be) [object1] and [object2]; [object1] is on the left and [object2] is on the right	the prepositional phrases that describe the location of the knife and fork	{"structure": "([location], there be) [object1] and [object2]; [object1] is on the left and [object2] is on the right", "structure_reason": "The common syntax structure of the two sentences involves describing the location of two objects - a knife and a fork - using a copular construction with the phrase 'there be' and two prepositional phrases that indicate their location. The conjunction 'and' is used to link the two objects. ", "swapped_elements": "the prepositional phrases that describe the location of the knife and fork", "swapped_elements_reason": "The two sentences have the same syntax structure, but the prepositional phrases that describe the location of the knife and fork are swapped between the two sentences. In the first sentence, the knife is on the left and the fork is on the right, while in the second sentence, the knife is on the right and the fork is on the left. Thus, the elements that are swapped between the two sentences are the prepositional phrases that describe the location of the knife and fork."}	For example, new_text_1 = \the knife on the left and the fork on the right\". Only Swap the \"on the left \" and \"on the right \" and keep the other words unchanged to generate \"new_text_2\"=\"the knife on the right and the fork on the left\" "
